DomainID,MainCategory,SubCategory,WritedAt,Title,Content,URL,PhotoURL,Writer,Press,Stickers
0,foreign,아시아/대양주,writed_at,"'부러운' 호주, 카타르에서 아시아 첫 16강... 레키 결승골 폭발 [2022 카타르]","[파이낸셜뉴스]  호주는 1일 오전 0시(한국시간) 카타르 알와크라에 위치한 알 자누브 스타디움에서 열린 2022 국제축구연맹(FIFA) 카타르 월드컵 D조 조별 라운드 3차전에서 덴마크에 1-0 승리를 거뒀다. 승점 6을 확보한 호주는 2위를 사수하면서 아시아 국가 최초로 16강에 진출했다. 후반 14분 절묘한 스루패스를 이어받고 상대 진영으로 침투한 레키가 두 번을 접고 때린 절묘한 슈팅이 덴마크의 골문으로 빨려 들어가며 결승골을 뽑았다. 프랑스가 음바페 등 주전9명을 스타팅에서 제외하며 힘을 뺀 상태였고(후반 18분 투입), 튀지니도 프랑스에 앞서 있는 상황이었기에 호주로서는 매우 불안한 상황이었다. 이는 덴마크도 마찬가지였다. 승리해야 16강 희망을 살릴 수 있었던 덴마크가 전반 내내 60%에 가까운 점유율을 유지하면서 경기를 주도했다. 전반을 0-0으로 마친 덴마크는 후반 들어 공격의 비중을 더욱 크게 늘렸지만, 호주의 단단한 수비를 좀처럼 뚫지 못했다. 그러다 후반 14분, 호주의 날카로운 역습 한 방이 승부를 갈랐다. 중원에서 라일리 맥그레이(미들즈브러)가 찔러준 패스를 받은 매슈 레키(멜버른 시티)가 폭풍 같은 드리블로 상대 페널티지역 안쪽까지 진입했고, 이후 절묘한 개인기로 상대 수비수를 제친 뒤 그대로 왼발 슛을 날려 덴마크 골문의 구석을 뚫었다. 다급해진 덴마크는 계속해서 호주의 골문을 공략해봤지만 좀처럼 소득을 얻지 못했다. 호주의 16강 진출은 아시아에서도 의미가 있다. 이번 대회에서 카타르, 이란이 이미 탈락한 가운데 아시아에서는 첫 16강 진출이기때문이다. 또한, 호주의 16년만의 16강 진출이기도 하다. 거기에 1차전을 3골차 이상으로 패배한 팀이 16강에 가게되는 희귀한 경우이기도 했다. 한편, 튀니지는 프랑스를 1-0으로 꺾었다. 후반 추가시간에 그리즈만의 골이 터졌지만, VAR로 오프사이드가 선언되며 골이 취소되었다.",https://v.daum.net/v/20221201015843193,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,적 연료주입때 쏘면 선제공격 아니다? 日 애매한 '무력 반격론',"“선제공격은 국제법 위반이며, 있어서는 안 된다. 이를 확실히 한 제도를 만들겠다.” 30일 일본 참의원 예산위원회. 기시다 후미오(岸田文雄) 총리는 올해 안에 일본이 정립할 ‘반격 능력(적 기지 공격능력)’을 둘러싼 질문이 쏟아지자 단호한 표정으로 이렇게 말했다. 일본 정부가 패전 후 처음으로 ‘반격’이란 이름 아래 방위전략의 대전환을 예고한 가운데 기시다 총리가 선제공격에 대해 선을 그은 것이다. 반격 조건을 까다롭게 정해 선제공격이 되지 않도록 하겠다는 의미지만, 일본 내에서도 반격과 선제공격을 가르는 기준과 대상이 모호하다는 지적이 일고 있다. 지금껏 일본 정부가 밝힌 반격 능력 행사 기준은 국회 사전 또는 사후 승인을 받고, 무력행사 3요건을 충족한 경우 최소한도로 행사하겠다는 것이 전부다. 일본은 2014년 아베 신조(安倍晋三) 정부 때 각의 의결을 통해 자위대가 무력을 사용할 수 있는 3가지 요건을 정한 바 있다. 먼저 일본과 밀접한 관계에 있는 타국이 무력 공격을 받아 일본의 존립, 국민의 생명과 자유, 행복 추구권이 위협받을 때다. 일본과 동맹국인 나라가 공격받을 경우 반격 능력을 행사할 수 있다는 얘기다. 두 번째는 국민을 지키기 위해 다른 수단이 없을 때, 그리고 마지막 요건은 필요 최소한도로 무력을 사용하겠다는 것이다. 무력 사용 요건의 큰 틀만 갖춰놓은 셈이다. 자민당은 지난 4월‘적의 미사일 기지에 한정할 것이 아니라 적의 지휘 통제 기능도 공격 대상에 넣어야 한다’고 주장한 바 있는데, 이대로라면 일본이 적으로 판단하는 상대국의 수도나 국방부 등이 포함될 수 있다며 야당이 반발했었다. 최근 공명당에선 이 때문에 “안보 문서에 대상을 구체적으로 쓰는 것은 현실적이지 않다”는 의견도 나오고 있다. 그는 2003년 당시 이시바 시게루(石破茂) 일본 방위성 장관의 발언을 인용하며 ‘참고는 되지만 기준은 될 수 없다’는 입장을 내놨다. “도쿄를 불바다로 만들겠다는 표명이 있고, 이를 실현하기 위해 연료 주입을 시작하는 등 준비행위에 들어간다면 (무력 공격에) 착수할 수 있다”는 내용이다. 마쓰이 교수는 “공격 방법이 다양한 이상 착수 방식도 다양해 구체적으로 정하기는 매우 어렵다”며 “오히려 (착수를 인정한 일본의 판단이) 국제 사회를 납득시킬 수 있느냐가 포인트”라고 지적하기도 했다. 우정엽 세종연구소 수석연구위원은 “일본이 내부적으로 반격 능력 행사 기준을 어떻게 정의하고 또 이것이 평화헌법상 어떻게 해석되느냐의 문제와는 별개로 국제사회에서의 판단은 달라질 수 있다”고 전망했다. 우 연구위원은 “북한의 미사일 위협이 고조되고 있는 상황에서 일본의 우방인 미국이 일본의 반격 능력 확보를 이미 문제 삼지 않고 있다”는 점을 들었다. 그러면서 “일본이 선제공격이 아닌 북한의 위협에 대한 방어 차원이라는 주장을 하고 있어 한국과 중국 등 주변국이 우려할 수는 있어도 현실적으로 반대하기는 어려울 것”이라고 전망했다. 도쿄=이영희·김현예 특파원 hykim@joongang.co.kr",https://v.daum.net/v/20221201020046213,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,"‘말이 돼?’ 박항서 감독, 마지막까지 베트남에 기적 선사 … 도르트문트 잡았다","[파이낸셜뉴스]  베트남은 30일(한국시간) 베트남 하노이의 미딩 국립경기장에서 열린 독일 분데스리가 도르트문트와 친선경기에서 2-1 승리를 거뒀다. 비록, 친선경기이지만, 베트남이 도르트문트를 꺾은 것은 놀라운 일이다. 현재 도르트문트는 월드컵 휴식기를 이용해 동남아시아 투어를 진행하고 있다. 상대가 100% 전력을 다하지 않았다고 해도 마찬가지다. 베트남은 주전급 선수들이 많이 나왔고 도르트문트는 교체 자원들이 대거 선발로 출전했다. 마츠 훔멜스 같은 주전급 선수들도 일부 포함됐다. 초반 경기는 도르트문트가 주도했다. 선제골도 도르트문트에서 나왔다. 전반 13분 페널티박스 안에서 펠릭스 파슬락의 패스를 받은 도니얼 말런의 슈팅이 터졌다. 곧 베트남이 반격했다. 전반 36분 응우옌 티엔 린이 경기를 원점으로 돌리는 귀중한 동점골을 터뜨렸다. 골키퍼가 불안하게 걷어낸 공을 침착하게 해결했다. 후반 시작과 함께 양 팀은 많은 선수들을 교체했다. 베트남은 3명, 도르트문트는 9명이나 교체했다. 도르트문트 교체 자원에는 엠레 잔도 포함됐다. 승부는 후반 추가 시간에 갈렸다. 천금 같은 페널티킥 기회를 얻은 베트남은 팜뚜언하이가 키커로 나서 침착하게 역전골을 뽑아냈다. 박항서 감독은 베트남의 축구 드라마를 만들어낸 장본인이다. 박항서 감독이 베트남 축구의 지휘봉을 잡은 것은 지난 2017이다. 그 이후 박 감독은 수많은 기적을 만들어냈다. 2018년 AFF 챔피언십에서 베트남을 10년 만에 대회 정상에 올려놓았다. 같은 해 열린 아시아축구연맹 U-23 챔피언십에서도 준우승을 차지했다. 자카르타-팔렘방아시안게임에서는 4위를 차지했다. 2019년 아시안컵 8강, 2019년 동남아시안게임 금메달, 2022년 카타르월드컵 아시아최종예선 진출 등 베트남 축구에 길이 남을 수많은 업적을 쌓았다. 한편, 박항서 감독과 베트남 축구협회는 2023년 1월 31일 이후로 계약을 연장하지 않기로 상호 합의했다. 박항서 감독의 베트남 마지막 공식 대회 일정은 오는 12월에 있을 2022 AFF 챔피언십이다. #박항서감독 #베트남축구 ",https://v.daum.net/v/20221201033238747,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,"'만신창이' 김민재, 또 다시 훈련 불참... 벤투 감독, 마지막까지 지켜본다 [2022 카타르]","[파이낸셜뉴스] 대표팀을 위해 헌신하다가 만신창이가 된 김민재가 주저앉았다. 벤투호 수비의 핵심 김민재(26·나폴리)가 또 다시 훈련장에 나오지 못했다. 부상 이슈로 훈련장조차 나오지 못한 건 월드컵 기간 이번이 세 번째다. 훈련장도 나오지 못하는 사례가 반복되고 있는 것은 좋은 징조가 아니다. 이미 한 번 부상이 있었던 선수이기 때문에, 결장의 가능성도 50%을 이상 두고 준비를 해야한다. 김민재는 11월 30일 오후 10시 30분(한국시간) 카타르 도하 알에글라 트레이닝센터에서 진행된 포르투갈전 대비 훈련에 불참했다. 훈련장에 나오는 대신 숙소에 남아 치료와 휴식에 전념하기로 했다. 우루과이전 당시 상대 공격수를 수비하는 과정에서 종아리 근육 부상을 당했던 김민재는 연이틀 훈련장에 모습을 드러내지 못하다 경기 전날에야 회복 훈련에 집중했다. 그나마 가나전에서는 '깜짝 선발'로 나서 부상 투혼을 보여줬지만, 경기 후반부 들어 힘들어하는 모습이 보이면서 결국 후반 막판 교체됐다. 김민재가 또다시 정상 훈련에 나서지 못하면서 포르투갈전 역시 비상이 걸리게 됐다. 지난 가나전처럼 부상 투혼을 또 펼칠 가능성도 있지만, 확률이 높은 편이 아니다. 지난 경기에서도 김민재는 우루과이전만큼 좋은 활약을 펼치지는 못했기 때문이다. 이번에는 재발이라는 점에서 더욱 그렇다. 하지만 파울루 벤투 감독의 김민재에 대한 믿음은 변함이 없다. 벤투 감독은 “스리백은 없다”고 사전 인터뷰에서 밝힌바 있다. 그러면서 김민재가 출전하지 못할 경우에 대비한 계획이 있냐는 질문에는 ""NO""라고 단호하게 답했다. 그만큼 김민재가 없는 시나리오는 벤투 감독의 구상에 없다는 것으로 해석된다. 마지막에 마지막까지 김민재의 몸 상태를 살필 것으로 예상되는 것도 그 때문이다. 이날 벤투호는 김민재를 제외한 25명이 훈련장에 나와 본격적인 포르투갈전 대비에 나섰다. 훈련은 초반 15분만 미디어에 공개됐고, 벤투호는 훈련장 문을 굳게 닫은 채 본격적인 포르투갈전 대비 전술 훈련에 임했다.",https://v.daum.net/v/20221201011359971,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,교원 신분 선거운동 혐의 도교육청 간부 불구속 기소,속보=제8회 전국동시지방선거 당시 교원 신분으로 교육감 선거운동을 한 강원도교육청 간부(본지 11월 28일자 4면 등)가 불구속 기소됐다. 춘천지검은 지방교육자치에관한법률위반 혐의로 도교육청 간부 A씨를 불구속 기소했다고 30일 밝혔다. A씨는 지난 6·1지방선거 당시 교원으로서 교육감 선거운동을 한 혐의를 받고 있다. 앞선 지난 25일 춘천지검은 도교육청 대변인실 등에 대한 압수수색을 벌였다. 지방교육자치법의 경우 공직선거법과 마찬가지로 공소시효가 6개월이며 시효 만료일은 오는 12월 1일 자정까지다. A씨는 본지와의 통화에서 “수사 중인 사안이라 자세하게는 말씀드릴 수 없다. 잘 소명하겠다”고 했다.구본호·정민엽,https://v.daum.net/v/20221201050036768,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,"일본 우주기업, 첫 민간 달착륙선 1일 발사...성공 시 4번째 달 착륙 국가 돼","일본 우주기업 '아이스페이스'가 만든 첫 민간 달착륙선이 12월 1일(미동부시간) 스페이스X의 팰컨9 로켓에 실려 발사된다. 과학 전문 매체와 외신 등에 따르면 아이스페이스가 추진해온 '하쿠토-R 프로그램' 미션1 착륙선은 이날 오전 3시37분(한국시간 1일 오후 5시37분) 플로리다주 케이프커내버럴 우주군기지 제40발사장에서 팰컨9 로켓에 탑재돼 달을 향해 날아오른다.당초 11월 30일 오전 3시39분께 발사될 예정이었으나 추가적 점검을 이유로 전날(29일) 밤 발사 일정을 연기했다. 2×2.5ｍ 크기의 달 착륙선에는 아랍에미리트(UAE)의 10㎏짜리 초소형 로버 '라시드'(Rashid)와 일본우주항공연구개발기구(JAXA)가 장난감 업체 토미(TOMY)와 공동 개발한 공 모양의 변형 로봇 SORA-Q가 실려있다.미션1 착륙선은 달로 가는 장거리 노선을 택해 내년 4월 지구에서도 볼 수 있는 '아틀라스' 크레이터에 착륙을 시도한다. 착륙에 성공하면 일본은 미국, 러시아, 중국에 이어 달에 착륙한 네 번째 나라가 된다.아이스페이스 최고경영자(CEO) 하카마다 다케시는 ""지난 2016년 처음 이 프로젝트를 구상한 뒤 6년이라는 짧은 시간 동안 많은 것을 달성했다""고 했다. 아이스페이스는 2018년 이전에 달에 로버를 착륙시키는 목표를 두고 진행된 구글 주최 국제 경연대회 '루나 X프라이즈'에서 최종 결선 5개 팀에 올랐다. 그 연장선에서 달착륙 프로그램이 이어지고 있다.당시 경선은 우승팀 없이 끝났지만 이스라엘의 '스페이스IL'이 2019년 4월 달착륙을 시도하는 등 민간 부문의 노력이 계속되고 있다. 미국 항공우주국(NASA)과 계약을 맺은 미국 우주기업 아스트로보틱 등이 내년 초 달착륙선을 발사하면 달로 가는 단거리 코스로 비행해 아이스페이스의 미션1 착륙선보다 먼저 달에 착륙할 수도 있는 것으로 전해졌다.앞서 일본우주항공연구개발기구(JAXA)가 달 궤도 무인비행에 나서는 유인캡슐 '오리온'과 함께 미국의 우주발사시스템(SLS)에 실어 보낸 큐브샛 '오모테나시'는 통신 불안정으로 달착륙에 실패했다. 한편 팰컨9 로켓은 발사 46분 뒤 아이스페이스의 달 착륙선을 분리하고, 이어 6분 뒤 NASA 제트추진연구소(JPL)의 '루나 플래시라이트' 탐사선을 떼어내 달로 가는 궤도에 올려놓게 된다. 루나 플래시라이트는 달 우주정거장이 건설될 '직선에 가까운 헤일로 궤도'(NRHO)를 돌며 달 남극에 15㎞ 상공까지 접근해 크레이터의 영구음영 지역에 숨겨진 물로 된 얼음을 찾는 임무를 수행하게 된다. 김광태기자 ktkim@dt.co.kr",https://v.daum.net/v/20221201043710338,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,中 제3대 지도자 장쩌민 전 국가주석 사망,현지시간 30일 중국 관영 신화통신에 따르면 장 전 주석은 이날 낮 12시 13분 백혈병에 따른 합병증으로 치료를 받다 별세했습니다.지난 1989년 천안문 사태 이후 당 총서기에 오른 장 전 주석은 덩샤오핑의 개혁개방 노선을 계승해 중국 경제를 발전시킨 인물로 평가받습니다. 저작권자 SBS미디어넷 & SBSi 무단전재-재배포 금지,https://v.daum.net/v/20221201054202506,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,"‘테일러 트라우마’ 한국, 이번에도 심상치 않은 주심 배정 … 한 경기 10명 퇴장 이력 [2022 카타르]","[파이낸셜뉴스] ‘테일러 트라우마’에 시달리고 있는 한국이 이번에도 심상치않은 주심을 배정받았다. 그저 정상적인 주심이기만을 바랄 뿐이다. 2022 카타르 월드컵 H조 조별리그 최종전 대한민국과 포르투갈 경기에서 아르헨티나 출신 주-부심이 배정됐다. 국제축구연맹(FIFA)는 1일(이하한국시간) 오는 3일 카타르 알라이얀의 에듀케이션 스타디움에서 열리는 대한민국과 포르투갈의 카타르 월드컵 조별리그 H조 최종 3차전에 아르헨티나 출신의 파쿤도 테요(40) 심판을 주심으로 배정했다. 파쿤도 심판은 2013년부터 아르헨티나 1부리그 프리메라 디비시온에서 활동해왔다. 특히 이번 월드컵을 앞두고 열린 트로페어 데 캄페오네스 결승전에서 큰 화제를 만들었다. 이날 테요 심판은 한 경기에서10명의 선수에게 퇴장 명령을 내렸다. 물론, 정상적인 상황은 아니었다. 라싱의 카를로스 알라카스가 연장 후반 13분 역전골을 넣은 뒤 상대팀인 보카 주니어스 팬들 앞에서 골 세리머니를 펼쳤다. 당시 화가 난 보카 주니어스 선수들은 그를 에워싼 채 귀를 잡아당기고 공을 던지는 등 문제를 일으켰다. 결국 테요 주심은 벤치에 앉아 있던 두 명을 포함해 보카 주니어스 선수 5명을 줄줄이 퇴장시켰다. 이미 경기 중 두 명이 레드카드를 받았던 보카 주니어스는 총 7명이 퇴장당하면서 경기를 이어갈 수 없는 상황에 이르렀다. 한편, 이번 월드컵에서는 지난달 24일 열린 스위스와 카메룬의 경기 주심을 맡은 바 있다. 당시 테요 주심은 3장의 옐로카드를 꺼낸 바 있다. 테요 주심 외에 포르투갈전 부심은 같은 아르헨티나 출신 에세키엘 브라일로브스키, 가브리엘 차데가 맡는다. 대기심은 세네갈의 마게트 은디아예, 비디오 판독(VAR) 심판은 콜롬비아의 니콜라스 가요가 본다. 벤투 감독은 2차전 가나전 영국 테일러 주심을 향해 “심판은 우리를 존중하지 않았고, 판정이 명확하지 않았다”고 비판했다. 테일러 주심은 코너킥 상황에서 경기를 종료시키고, 경기 후 레드카드를 꺼내기도 했다. 벤투 감독은 그때 받은 레드카드의 영향으로 포르투갈전에서 벤치에 앉을 수 없다.",https://v.daum.net/v/20221201051236081,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,"“손흥민, 중국으로 귀화해라”, “한국인들 냄비” … 中 언론, 한국 축구 팬들 맹비난 [2022 카타르]","[파이낸셜뉴스] 최근 가나전의 아쉬운 모습으로 한국 일부 축구 팬들의 도넘은 비난이 이어지고 있다. 이러한 현상에 대해 중국 누리꾼들이 손흥민 감싸기와 더불어서 한국 축구팬들의 손흥민 비난에 대해 지적하고 나서 화제다. 다소 실망스러운 모습을 보여준 대표팀 주장 손흥민을 향한 일부 팬들의 비난이 이어지는 가운데, 중국 매체도 한국의 이러한 현상에 큰 관심을 가졌다. 30일 중국신문망·텐센트신문 등 중국 현지 다수 매체들은 “아시아 1위 축구 스타에게 한국 네티즌의 악플이 쏟아지고 있다”, “한국인들이 패배 원인을 손흥민에게 돌리며 분노했다” 등 한국의 분위기를 전하는 기사들을 보도했다. 또한, 이들 매체는 한국 일부 네티즌들이 SNS에 올린 비난 게시물이나 악성 댓글 등을 그대로 번역해 전하며 손흥민이 ‘대표팀에서 물러나야 한다는 폭언을 감당하고 있다”고 걱정했다. 한 매체는 “손흥민이 없었다면 과연 한국인들이 기대하는 기적이 일어날 기회가 있었겠냐”며 “이번 월드컵에서 손흥민이 기대만큼 기량을 보여주지 못했지만 비난받을 이유는 없다”고 전했다. 해당 매체는 “리오넬 메시도 코파 아메리카에서의 연이은 부진에 인터넷 공격을 당했고, 분노한 메시는 대표팀 은퇴를 선언했다. 이번엔 손흥민이 메시의 전례를 따라 대표팀을 그만둘지도 모르겠다”라며 걱정하기도 했다. 해당 기사를 전한 중국 네티즌들의 반응 또한 뜨거웠다. ",https://v.daum.net/v/20221201054550540,photo_url,writer,press,stickers
0,foreign,아시아/대양주,writed_at,"일본 ‘방어→반격’ 안보 대전환, 토마호크 500발 사들인다","방위력 강화를 위해 장거리 미사일 도입에 나선 일본 정부가 미국산 장거리 순항미사일 ‘토마호크’를 최대 500발까지 구매하는 방안을 추진 중이다. 적의 공격이 감지됐을 때 적 기지 등을 타격할 수 있는 ‘반격 능력’ 확보를 위해서다. 일본 정부는 이 같은 내용을 연말까지 개정하는 안보 관련 문서에 담는다.  30일 요미우리신문에 따르면 기시다 후미오(岸田文雄) 일본 총리는 지난달 14일 조 바이든 미국 대통령과 가진 정상회담 자리에서 토마호크 구매 의향을 밝혔다. 구체적으로는 2027년까지 토마호크를 최대 500발 산다는 계획이다. 바이든 대통령은 일본을 토마호크 우선 수출국으로 염두에 두고 판매 절차에 착수하겠단 뜻을 드러냈다고 한다. 일본의 토마호크 구매는 그동안 ‘방패’(방어를 위한 최소한의 무기)만을 가졌던 일본이 본격적으로 공격을 위한 무기인 ‘창’을 보유하게 된다는 의미다. 토마호크는 사거리가 1250㎞ 이상으로, 일본 배치 시 북한을 포함한 한반도 전역은 물론 중국 본토 일부도 사정거리에 들어간다. 토마호크는 1991년 걸프전에서 이라크의 군사시설을 파괴하는 데 쓰였고, 이후 2017~2018년 시리아 공격 등 여러 실전에서 사용됐다. 제2차 세계대전 패전국으로 ‘평화헌법’에 따른 ‘전수방위’(공격당할 경우에만 방위력 행사) 원칙을 지켜온 일본은 중국의 급부상, 북한의 핵·미사일 개발 등 안보 환경 변화를 이유로 ‘창과 방패를 모두 가진 나라’로의 전환을 꾀하고 있다. 기시다 정부가 추진 중인 안보 3문서(국가안전보장전략·방위계획대강·중기방위력정비계획) 개정은 이런 안보정책 변화를 공식화하는 신호탄이 될 거라는 관측이 나온다. 새 안보 전략의 핵심은 적 기지 등을 공격할 수 있는 ‘반격 능력’ 확충이며 이를 위해서는 먼 거리의 목표물을 타격하는 장거리 미사일이 필요하다. 일본 자위대가 현재 보유한 주력 미사일인 자국산 ‘12식 지대함 유도탄’은 사정거리가 100~200㎞에 불과하다. 이에 따라 일본 정부는 장기적으로 장사정 미사일을 1000발 이상 갖추겠다는 목표를 세웠다. 마이니치신문이 보도한 일본 정부의 장사정 미사일 배치 계획에 따르면 1단계로는 토마호크를 이지스함에 실어 오키나와(沖縄), 센카쿠(尖閣·중국명 댜오위다오)열도 등을 포함한 난세이(南西)제도 인근에 배치한다. 이후 2단계로 사정거리가 최대 2000㎞에 달하는 일본산 개량형 미사일을 후지산 인근에, 3단계로는 홋카이도(北海道) 지역에 사거리 약 3000㎞인 초음속 미사일을 배치하는 방안을 고려하고 있다. 이를 위해 일본 정부는 향후 5년간 총 40조 엔(약 381조원) 이상을 방위비로 쏟아부을 계획이다. 기시다 총리는 지난달 28일 하마다 야스카즈(浜田靖一) 방위상과 스즈키 슌이치(鈴木俊一) 재무상을 총리관저로 불러 “2027년도 방위비와 관련 예산을 합해 국내총생산(GDP)의 2%에 이르도록 방법을 마련하라”고 지시했다. 2022년도 일본 방위비는 5조4000억 엔(약 51조4000억원)으로 GDP의 0.96% 수준이다. 현재 기준으로 GDP의 2%가 되면 약 11조 엔(약 104조원)이다. 연간 100조원 이상의 방위비를 쓰는 나라는 2021년 기준 미국(7405억 달러)과 중국(1782억 달러)뿐으로, 5년 후에는 일본이 세계 3위의 방위비 지출국이 될 전망이다. 도쿄=이영희 특파원 misquick@joongang.co.kr",https://v.daum.net/v/20221201000337415,photo_url,writer,press,stickers
